conflict_id,country,location,latitude,longitude,year,side_a,side_b,intensity_level,start_date,ep_end
283,CD   ,Congo [DRC],-4.038333,21.758664,1967,Government of DR Congo (Zaire),Military Faction (Forces of Jean Schramme),25-1000/year,1/3/64,1
285,MZ   ,Mozambique,-18.665695,35.529562,1967,Government of Portugal,Frelimo,25-1000/year,11/19/64,0
286,YE   ,Yemen,15.552727,48.516388,1967,Government of United Kingdom,FLOSY,25-1000/year,11/25/64,1
288,TD   ,Chad,15.454166,18.732207,1967,Government of Chad,Frolinat,25-1000/year,7/31/66,0
289,CO   ,Colombia,4.570868,-74.297333,1967,Government of Colombia,FARC,25-1000/year,12/31/64,0
291,ID   ,Indonesia,-0.789275,113.921327,1967,Government of Indonesia,OPM,25-1000/year,7/28/65,0
293,VN   ,Vietnam,14.058324,108.277199,1967,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
296,IN   ,India,20.593684,78.96288,1967,Government of India,MNF,25-1000/year,9/1/66,0
298,ZA   ,South Africa,-30.559482,22.937506,1967,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1967,Government of Cambodia (Kampuchea),KR,At least  1000/per year,4/30/67,0
301,IL   ,Israel,31.046051,34.851612,1967,Government of Israel,Government of Jordan,At least  1000/per year,6/5/67,1
302,IL   ,Israel,31.046051,34.851612,1967,Government of Israel,Government of Syria,At least  1000/per year,6/5/67,1
303,NG   ,Nigeria,9.081999,8.675277,1967,Government of Nigeria,Republic of Biafra,At least  1000/per year,7/6/67,0
318,ZW   ,Zimbabwe,-19.015438,29.154857,1967,Government of Zimbabwe (Rhodesia),ZAPU,25-1000/year,4/29/66,0
205,IR   ,Iran,32.427908,53.688046,1968,Government of Iran,KDPI,25-1000/year,5/31/46,1
221,MM   ,Myanmar [Burma],21.913965,95.956223,1968,Government of Myanmar (Burma),"KNU, KNUP",25-1000/year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1968,Government of Myanmar (Burma),CPB,At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1968,Government of Myanmar (Burma),"ANLP, CPA",25-1000/year,1/31/48,0
230,YE   ,Yemen,15.552727,48.516388,1968,Government of Yemen (North Yemen),Royalists,25-1000/year,3/15/48,0
231,MM   ,Myanmar [Burma],21.913965,95.956223,1968,Government of Myanmar (Burma),KIO,At least  1000/per year,12/31/49,0
233,GT   ,Guatemala,15.783471,-90.230759,1968,Government of Guatemala,FAR I,25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1968,Government of Israel,"Non PLO groups, PLO",25-1000/year,5/15/48,0
251,IN   ,India,20.593684,78.96288,1968,Government of India,NNC,25-1000/year,7/20/55,1
262,LA   ,Laos,19.85627,102.495496,1968,Government of Laos,Pathet Lao,At least  1000/per year,11/12/59,0
263,AO   ,Angola,-11.202692,17.873887,1968,Government of Portugal,"FNLA, MPLA",25-1000/year,2/4/61,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1968,Government of Myanmar (Burma),SSA,At least  1000/per year,11/22/59,0
271,IQ   ,Iraq,33.223191,43.679291,1968,Government of Iraq,KDP,25-1000/year,8/30/45,0
275,ET   ,Ethiopia,9.145,40.489673,1968,Government of Ethiopia,ELF,25-1000/year,9/30/61,0
279,GW   ,Guinea-Bissau,11.803749,-15.180413,1968,Government of Portugal,PAIGC,25-1000/year,2/28/63,0
282,SD   ,Sudan,12.862807,30.217636,1968,Government of Sudan,SSLM,At least  1000/per year,12/31/63,0
285,MZ   ,Mozambique,-18.665695,35.529562,1968,Government of Portugal,Frelimo,25-1000/year,11/19/64,0
288,TD   ,Chad,15.454166,18.732207,1968,Government of Chad,Frolinat,25-1000/year,7/31/66,0
289,CO   ,Colombia,4.570868,-74.297333,1968,Government of Colombia,FARC,25-1000/year,12/31/64,0
291,ID   ,Indonesia,-0.789275,113.921327,1968,Government of Indonesia,OPM,25-1000/year,7/28/65,0
293,VN   ,Vietnam,14.058324,108.277199,1968,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
296,IN   ,India,20.593684,78.96288,1968,Government of India,MNF,25-1000/year,9/1/66,1
298,ZA   ,South Africa,-30.559482,22.937506,1968,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1968,Government of Cambodia (Kampuchea),KR,25-1000/year,4/30/67,0
303,NG   ,Nigeria,9.081999,8.675277,1968,Government of Nigeria,Republic of Biafra,At least  1000/per year,7/6/67,0
318,ZW   ,Zimbabwe,-19.015438,29.154857,1968,Government of Zimbabwe (Rhodesia),ZAPU,25-1000/year,4/29/66,1
11343,EG   ,Egypt,26.820553,30.802498,1969,Government of Egypt,Government of Israel,25-1000/year,6/5/67,0
209,PH   ,Philippines,12.879721,121.774017,1969,Government of Philippines,CPP,25-1000/year,7/31/46,0
221,MM   ,Myanmar [Burma],21.913965,95.956223,1969,Government of Myanmar (Burma),"KNU, KNUP",25-1000/year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1969,Government of Myanmar (Burma),CPB,At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1969,Government of Myanmar (Burma),"ANLP, CPA",25-1000/year,1/31/48,0
227,IN   ,India,20.593684,78.96288,1969,Government of India,CPI-ML,25-1000/year,5/1/48,0
230,YE   ,Yemen,15.552727,48.516388,1969,Government of Yemen (North Yemen),Royalists,25-1000/year,3/15/48,0
231,MM   ,Myanmar [Burma],21.913965,95.956223,1969,Government of Myanmar (Burma),KIO,At least  1000/per year,12/31/49,0
233,GT   ,Guatemala,15.783471,-90.230759,1969,Government of Guatemala,FAR I,25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1969,Government of Israel,"Non PLO groups, PLO",25-1000/year,5/15/48,0
262,LA   ,Laos,19.85627,102.495496,1969,Government of Laos,Pathet Lao,At least  1000/per year,11/12/59,0
263,AO   ,Angola,-11.202692,17.873887,1969,Government of Portugal,"FNLA, MPLA",25-1000/year,2/4/61,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1969,Government of Myanmar (Burma),"SSA, SSNLO, SURA",At least  1000/per year,11/22/59,0
271,IQ   ,Iraq,33.223191,43.679291,1969,Government of Iraq,KDP,At least  1000/per year,8/30/45,0
275,ET   ,Ethiopia,9.145,40.489673,1969,Government of Ethiopia,ELF,25-1000/year,9/30/61,0
279,GW   ,Guinea-Bissau,11.803749,-15.180413,1969,Government of Portugal,PAIGC,25-1000/year,2/28/63,0
282,SD   ,Sudan,12.862807,30.217636,1969,Government of Sudan,SSLM,At least  1000/per year,12/31/63,0
285,MZ   ,Mozambique,-18.665695,35.529562,1969,Government of Portugal,Frelimo,25-1000/year,11/19/64,0
288,TD   ,Chad,15.454166,18.732207,1969,Government of Chad,Frolinat,25-1000/year,7/31/66,0
289,CO   ,Colombia,4.570868,-74.297333,1969,Government of Colombia,ELN,25-1000/year,12/31/64,0
291,ID   ,Indonesia,-0.789275,113.921327,1969,Government of Indonesia,OPM,25-1000/year,7/28/65,1
293,VN   ,Vietnam,14.058324,108.277199,1969,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
298,ZA   ,South Africa,-30.559482,22.937506,1969,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1969,Government of Cambodia (Kampuchea),KR,25-1000/year,4/30/67,0
303,NG   ,Nigeria,9.081999,8.675277,1969,Government of Nigeria,Republic of Biafra,At least  1000/per year,7/6/67,0
304,CN   ,China,35.86166,104.195397,1969,Government of China,Government of Myanmar (Burma),25-1000/year,2/28/69,1
305,CN   ,China,35.86166,104.195397,1969,Government of China,Government of Russia (Soviet Union),25-1000/year,3/2/69,1
306,SV   ,El Salvador,13.794185,-88.89653,1969,Government of El Salvador,Government of Honduras,At least  1000/per year,7/3/69,1
317,OM   ,Oman,21.512583,55.923255,1969,Government of Oman,PFLO,25-1000/year,10/31/68,0
11343,EG   ,Egypt,26.820553,30.802498,1970,Government of Egypt,Government of Israel,25-1000/year,6/5/67,1
209,PH   ,Philippines,12.879721,121.774017,1970,Government of Philippines,CPP,25-1000/year,7/31/46,0
221,MM   ,Myanmar [Burma],21.913965,95.956223,1970,Government of Myanmar (Burma),"KNU, KNUP",25-1000/year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1970,Government of Myanmar (Burma),"CPB, CPB-RF",At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1970,Government of Myanmar (Burma),"ANLP, CPA",25-1000/year,1/31/48,0
227,IN   ,India,20.593684,78.96288,1970,Government of India,CPI-ML,25-1000/year,5/1/48,0
230,YE   ,Yemen,15.552727,48.516388,1970,Government of Yemen (North Yemen),Royalists,25-1000/year,3/15/48,1
231,MM   ,Myanmar [Burma],21.913965,95.956223,1970,Government of Myanmar (Burma),KIO,At least  1000/per year,12/31/49,0
233,GT   ,Guatemala,15.783471,-90.230759,1970,Government of Guatemala,"FAR I, FAR II",25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1970,Government of Israel,"Non PLO groups, PLO",25-1000/year,5/15/48,0
262,LA   ,Laos,19.85627,102.495496,1970,Government of Laos,Pathet Lao,At least  1000/per year,11/12/59,0
263,AO   ,Angola,-11.202692,17.873887,1970,Government of Portugal,"FNLA, MPLA",25-1000/year,2/4/61,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1970,Government of Myanmar (Burma),"SSA, SSNLO, SURA",At least  1000/per year,11/22/59,1
271,IQ   ,Iraq,33.223191,43.679291,1970,Government of Iraq,KDP,25-1000/year,8/30/45,1
275,ET   ,Ethiopia,9.145,40.489673,1970,Government of Ethiopia,ELF,25-1000/year,9/30/61,0
279,GW   ,Guinea-Bissau,11.803749,-15.180413,1970,Government of Portugal,PAIGC,25-1000/year,2/28/63,0
282,SD   ,Sudan,12.862807,30.217636,1970,Government of Sudan,SSLM,At least  1000/per year,12/31/63,0
285,MZ   ,Mozambique,-18.665695,35.529562,1970,Government of Portugal,Frelimo,25-1000/year,11/19/64,0
288,TD   ,Chad,15.454166,18.732207,1970,Government of Chad,Frolinat,25-1000/year,7/31/66,0
289,CO   ,Colombia,4.570868,-74.297333,1970,Government of Colombia,ELN,25-1000/year,12/31/64,0
293,VN   ,Vietnam,14.058324,108.277199,1970,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
298,ZA   ,South Africa,-30.559482,22.937506,1970,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1970,Government of Cambodia (Kampuchea),KR,At least  1000/per year,4/30/67,0
303,NG   ,Nigeria,9.081999,8.675277,1970,Government of Nigeria,Republic of Biafra,At least  1000/per year,7/6/67,1
308,PH   ,Philippines,12.879721,121.774017,1970,Government of Philippines,MIM,25-1000/year,8/20/70,0
317,OM   ,Oman,21.512583,55.923255,1970,Government of Oman,PFLO,25-1000/year,10/31/68,0
209,PH   ,Philippines,12.879721,121.774017,1971,Government of Philippines,CPP,25-1000/year,7/31/46,0
218,IN   ,India,20.593684,78.96288,1971,Government of India,Government of Pakistan,At least  1000/per year,12/31/48,1
221,MM   ,Myanmar [Burma],21.913965,95.956223,1971,Government of Myanmar (Burma),"KNU, KNUP",At least  1000/per year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1971,Government of Myanmar (Burma),CPB,At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1971,Government of Myanmar (Burma),"ANLP, CPA",25-1000/year,1/31/48,0
227,IN   ,India,20.593684,78.96288,1971,Government of India,CPI-ML,25-1000/year,5/1/48,1
231,MM   ,Myanmar [Burma],21.913965,95.956223,1971,Government of Myanmar (Burma),KIO,At least  1000/per year,12/31/49,0
233,GT   ,Guatemala,15.783471,-90.230759,1971,Government of Guatemala,"FAR I, FAR II",25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1971,Government of Israel,"Non PLO groups, PLO",25-1000/year,5/15/48,0
262,LA   ,Laos,19.85627,102.495496,1971,Government of Laos,Pathet Lao,At least  1000/per year,11/12/59,0
263,AO   ,Angola,-11.202692,17.873887,1971,Government of Portugal,"FNLA, MPLA",25-1000/year,2/4/61,0
275,ET   ,Ethiopia,9.145,40.489673,1971,Government of Ethiopia,ELF,25-1000/year,9/30/61,0
279,GW   ,Guinea-Bissau,11.803749,-15.180413,1971,Government of Portugal,PAIGC,25-1000/year,2/28/63,0
282,SD   ,Sudan,12.862807,30.217636,1971,Government of Sudan,SSLM,At least  1000/per year,12/31/63,0
285,MZ   ,Mozambique,-18.665695,35.529562,1971,Government of Portugal,Frelimo,25-1000/year,11/19/64,0
288,TD   ,Chad,15.454166,18.732207,1971,Government of Chad,"First Liberation Army, Second Liberation Army",25-1000/year,7/31/66,0
289,CO   ,Colombia,4.570868,-74.297333,1971,Government of Colombia,FARC,25-1000/year,12/31/64,0
293,VN   ,Vietnam,14.058324,108.277199,1971,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
298,ZA   ,South Africa,-30.559482,22.937506,1971,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1971,Government of Cambodia (Kampuchea),KR,At least  1000/per year,4/30/67,0
308,PH   ,Philippines,12.879721,121.774017,1971,Government of Philippines,MIM,25-1000/year,8/20/70,0
309,SD   ,Sudan,12.862807,30.217636,1971,Government of Sudan,Sudanese Communist Party,25-1000/year,7/22/71,1
310,MG   ,Madagascar,-18.766947,46.869107,1971,Government of Madagascar,Monima,25-1000/year,4/30/71,1
311,MA   ,Morocco,31.791702,-7.09262,1971,Government of Morocco,Military faction (forces of Mohamed Madbouh),25-1000/year,7/10/71,1
312,PK   ,Pakistan,30.375321,69.345116,1971,Government of Pakistan,Mukti Bahini,At least  1000/per year,3/26/71,1
313,LK   ,Sri Lanka,7.873054,80.771797,1971,Government of Sri Lanka,JVP,At least  1000/per year,4/5/71,1
314,UG   ,Uganda,1.373333,32.290275,1971,Government of Uganda,Military faction (forces of Idi Amin),25-1000/year,1/25/71,0
315,GB   ,United Kingdom,55.378051,-3.435973,1971,Government of United Kingdom,PIRA,25-1000/year,8/11/70,0
317,OM   ,Oman,21.512583,55.923255,1971,Government of Oman,PFLO,25-1000/year,10/31/68,0
209,PH   ,Philippines,12.879721,121.774017,1972,Government of Philippines,CPP,25-1000/year,7/31/46,0
221,MM   ,Myanmar [Burma],21.913965,95.956223,1972,Government of Myanmar (Burma),"KNU, KNUP",25-1000/year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1972,Government of Myanmar (Burma),CPB,At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1972,Government of Myanmar (Burma),"ANLP, CPA",25-1000/year,1/31/48,0
231,MM   ,Myanmar [Burma],21.913965,95.956223,1972,Government of Myanmar (Burma),KIO,25-1000/year,12/31/49,0
233,GT   ,Guatemala,15.783471,-90.230759,1972,Government of Guatemala,"FAR I, FAR II",25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1972,Government of Israel,"Non PLO groups, PLO",25-1000/year,5/15/48,0
262,LA   ,Laos,19.85627,102.495496,1972,Government of Laos,Pathet Lao,At least  1000/per year,11/12/59,0
263,AO   ,Angola,-11.202692,17.873887,1972,Government of Portugal,"FNLA, MPLA",25-1000/year,2/4/61,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1972,Government of Myanmar (Burma),SSA,25-1000/year,11/22/59,0
275,ET   ,Ethiopia,9.145,40.489673,1972,Government of Ethiopia,ELF,25-1000/year,9/30/61,0
279,GW   ,Guinea-Bissau,11.803749,-15.180413,1972,Government of Portugal,PAIGC,25-1000/year,2/28/63,0
282,SD   ,Sudan,12.862807,30.217636,1972,Government of Sudan,SSLM,At least  1000/per year,12/31/63,1
285,MZ   ,Mozambique,-18.665695,35.529562,1972,Government of Portugal,Frelimo,At least  1000/per year,11/19/64,0
288,TD   ,Chad,15.454166,18.732207,1972,Government of Chad,First Liberation Army,25-1000/year,7/31/66,1
289,CO   ,Colombia,4.570868,-74.297333,1972,Government of Colombia,FARC,25-1000/year,12/31/64,0
293,VN   ,Vietnam,14.058324,108.277199,1972,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
298,ZA   ,South Africa,-30.559482,22.937506,1972,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1972,Government of Cambodia (Kampuchea),KR,At least  1000/per year,4/30/67,0
308,PH   ,Philippines,12.879721,121.774017,1972,Government of Philippines,MNLF,25-1000/year,8/20/70,0
314,UG   ,Uganda,1.373333,32.290275,1972,Government of Uganda,Kikosi Maalum,25-1000/year,1/25/71,1
315,GB   ,United Kingdom,55.378051,-3.435973,1972,Government of United Kingdom,PIRA,25-1000/year,8/11/70,0
316,SV   ,El Salvador,13.794185,-88.89653,1972,Government of El Salvador,Military faction (forces of Benjamin Mejia),25-1000/year,3/25/72,1
317,OM   ,Oman,21.512583,55.923255,1972,Government of Oman,PFLO,25-1000/year,10/31/68,0
319,UY   ,Uruguay,-32.522779,-55.765835,1972,Government of Uruguay,MLN/Tupamaros,25-1000/year,4/13/70,1
320,YE   ,Yemen,15.552727,48.516388,1972,Government of South Yemen,Government of Yemen (North Yemen),25-1000/year,2/21/72,1
11343,EG   ,Egypt,26.820553,30.802498,1973,Government of Egypt,Government of Israel,At least  1000/per year,6/5/67,1
209,PH   ,Philippines,12.879721,121.774017,1973,Government of Philippines,CPP,25-1000/year,7/31/46,0
221,MM   ,Myanmar [Burma],21.913965,95.956223,1973,Government of Myanmar (Burma),"KNU, KNUP",25-1000/year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1973,Government of Myanmar (Burma),CPB,At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1973,Government of Myanmar (Burma),"CPA, RPF",25-1000/year,1/31/48,0
231,MM   ,Myanmar [Burma],21.913965,95.956223,1973,Government of Myanmar (Burma),KIO,25-1000/year,12/31/49,0
233,GT   ,Guatemala,15.783471,-90.230759,1973,Government of Guatemala,"FAR I, FAR II",25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1973,Government of Israel,"Non PLO groups, PLO",25-1000/year,5/15/48,0
262,LA   ,Laos,19.85627,102.495496,1973,Government of Laos,Pathet Lao,At least  1000/per year,11/12/59,1
263,AO   ,Angola,-11.202692,17.873887,1973,Government of Portugal,"FNLA, MPLA",25-1000/year,2/4/61,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1973,Government of Myanmar (Burma),SSA,25-1000/year,11/22/59,1
271,IQ   ,Iraq,33.223191,43.679291,1973,Government of Iraq,KDP,25-1000/year,8/30/45,0
275,ET   ,Ethiopia,9.145,40.489673,1973,Government of Ethiopia,"ELF, EPLF",25-1000/year,9/30/61,0
279,GW   ,Guinea-Bissau,11.803749,-15.180413,1973,Government of Portugal,PAIGC,25-1000/year,2/28/63,1
285,MZ   ,Mozambique,-18.665695,35.529562,1973,Government of Portugal,Frelimo,At least  1000/per year,11/19/64,0
289,CO   ,Colombia,4.570868,-74.297333,1973,Government of Colombia,ELN,25-1000/year,12/31/64,0
293,VN   ,Vietnam,14.058324,108.277199,1973,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
298,ZA   ,South Africa,-30.559482,22.937506,1973,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1973,Government of Cambodia (Kampuchea),KR,At least  1000/per year,4/30/67,0
302,IL   ,Israel,31.046051,34.851612,1973,Government of Israel,Government of Syria,At least  1000/per year,6/5/67,1
308,PH   ,Philippines,12.879721,121.774017,1973,Government of Philippines,MNLF,25-1000/year,8/20/70,0
315,GB   ,United Kingdom,55.378051,-3.435973,1973,Government of United Kingdom,PIRA,25-1000/year,8/11/70,0
317,OM   ,Oman,21.512583,55.923255,1973,Government of Oman,PFLO,25-1000/year,10/31/68,0
318,ZW   ,Zimbabwe,-19.015438,29.154857,1973,Government of Zimbabwe (Rhodesia),"ZANU, ZAPU",25-1000/year,4/29/66,0
321,CL   ,Chile,-35.675147,-71.542969,1973,Government of Chile,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman)",25-1000/year,9/11/73,1
440,MM   ,Myanmar [Burma],21.913965,95.956223,1973,Government of Myanmar (Burma),LNUP,25-1000/year,1/11/73,0
318,ZW   ,Zimbabwe,-19.015438,29.154857,1974,Government of Zimbabwe (Rhodesia),"ZANU, ZAPU",25-1000/year,4/29/66,0
209,PH   ,Philippines,12.879721,121.774017,1974,Government of Philippines,CPP,25-1000/year,7/31/46,0
221,MM   ,Myanmar [Burma],21.913965,95.956223,1974,Government of Myanmar (Burma),"KNU, KNUP",25-1000/year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1974,Government of Myanmar (Burma),CPB,At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1974,Government of Myanmar (Burma),RPF,25-1000/year,1/31/48,0
231,MM   ,Myanmar [Burma],21.913965,95.956223,1974,Government of Myanmar (Burma),KIO,25-1000/year,12/31/49,0
233,GT   ,Guatemala,15.783471,-90.230759,1974,Government of Guatemala,"FAR I, FAR II",25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1974,Government of Israel,"PLO, Rejectionist Front",25-1000/year,5/15/48,0
240,TH   ,Thailand,15.870032,100.992541,1974,Government of Thailand,CPT,25-1000/year,6/30/51,0
247,AR   ,Argentina,-38.416097,-63.616672,1974,Government of Argentina,ERP,25-1000/year,6/16/55,0
261,MY   ,Malaysia,4.210484,101.975766,1974,Government of Malaysia,CPM,25-1000/year,12/31/57,0
263,AO   ,Angola,-11.202692,17.873887,1974,Government of Portugal,"FNLA, MPLA",25-1000/year,2/4/61,1
271,IQ   ,Iraq,33.223191,43.679291,1974,Government of Iraq,KDP,At least  1000/per year,8/30/45,0
275,ET   ,Ethiopia,9.145,40.489673,1974,Government of Ethiopia,ELF,25-1000/year,9/30/61,0
285,MZ   ,Mozambique,-18.665695,35.529562,1974,Government of Portugal,Frelimo,25-1000/year,11/19/64,1
289,CO   ,Colombia,4.570868,-74.297333,1974,Government of Colombia,FARC,25-1000/year,12/31/64,0
293,VN   ,Vietnam,14.058324,108.277199,1974,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,0
298,ZA   ,South Africa,-30.559482,22.937506,1974,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1974,Government of Cambodia (Kampuchea),KR,At least  1000/per year,4/30/67,0
308,PH   ,Philippines,12.879721,121.774017,1974,Government of Philippines,MNLF,25-1000/year,8/20/70,0
314,UG   ,Uganda,1.373333,32.290275,1974,Government of Uganda,Military faction (forces of Charles Arube),25-1000/year,1/25/71,1
315,GB   ,United Kingdom,55.378051,-3.435973,1974,Government of United Kingdom,PIRA,25-1000/year,8/11/70,0
317,OM   ,Oman,21.512583,55.923255,1974,Government of Oman,PFLO,25-1000/year,10/31/68,0
323,CY   ,Cyprus,35.126413,33.429859,1974,Government of Cyprus,Government of Turkey,At least  1000/per year,6/20/74,1
324,IR   ,Iran,32.427908,53.688046,1974,Government of Iran,Government of Iraq,25-1000/year,4/11/72,1
325,PK   ,Pakistan,30.375321,69.345116,1974,Government of Pakistan,BLF,At least  1000/per year,5/18/73,0
334,CN   ,China,35.86166,104.195397,1974,Government of China,Government of Vietnam (North Vietnam),25-1000/year,1/19/74,1
440,MM   ,Myanmar [Burma],21.913965,95.956223,1974,Government of Myanmar (Burma),LNUP,25-1000/year,1/11/73,0
233,GT   ,Guatemala,15.783471,-90.230759,1975,Government of Guatemala,"EGP, FAR II",25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1975,Government of Israel,"PLO, Rejectionist Front",25-1000/year,5/15/48,0
240,TH   ,Thailand,15.870032,100.992541,1975,Government of Thailand,CPT,25-1000/year,6/30/51,0
247,AR   ,Argentina,-38.416097,-63.616672,1975,Government of Argentina,"ERP, Montoneros",25-1000/year,6/16/55,0
260,LB   ,Lebanon,33.854721,35.862285,1975,Government of Lebanon,NSF,25-1000/year,5/15/58,0
261,MY   ,Malaysia,4.210484,101.975766,1975,Government of Malaysia,CPM,25-1000/year,12/31/57,1
209,PH   ,Philippines,12.879721,121.774017,1975,Government of Philippines,CPP,25-1000/year,7/31/46,0
271,IQ   ,Iraq,33.223191,43.679291,1975,Government of Iraq,KDP,At least  1000/per year,8/30/45,0
275,ET   ,Ethiopia,9.145,40.489673,1975,Government of Ethiopia,"ELF, EPLF",At least  1000/per year,9/30/61,0
289,CO   ,Colombia,4.570868,-74.297333,1975,Government of Colombia,FARC,25-1000/year,12/31/64,0
293,VN   ,Vietnam,14.058324,108.277199,1975,Government of South Vietnam,Government of Vietnam (North Vietnam),At least  1000/per year,12/31/65,1
298,ZA   ,South Africa,-30.559482,22.937506,1975,Government of South Africa,SWAPO,25-1000/year,8/26/66,0
300,KH   ,Cambodia,12.565679,104.990963,1975,Government of Cambodia (Kampuchea),KR,At least  1000/per year,4/30/67,1
308,PH   ,Philippines,12.879721,121.774017,1975,Government of Philippines,MNLF,25-1000/year,8/20/70,0
315,GB   ,United Kingdom,55.378051,-3.435973,1975,Government of United Kingdom,PIRA,25-1000/year,8/11/70,0
317,OM   ,Oman,21.512583,55.923255,1975,Government of Oman,PFLO,25-1000/year,10/31/68,1
318,ZW   ,Zimbabwe,-19.015438,29.154857,1975,Government of Zimbabwe (Rhodesia),ZANU,25-1000/year,4/29/66,0
322,BD   ,Bangladesh,23.684994,90.356331,1975,Government of Bangladesh,JSS/SB,25-1000/year,2/28/75,0
325,PK   ,Pakistan,30.375321,69.345116,1975,Government of Pakistan,BLF,25-1000/year,5/18/73,0
327,AO   ,Angola,-11.202692,17.873887,1975,Government of Angola,"FNLA, UNITA",At least  1000/per year,11/11/75,0
328,KH   ,Cambodia,12.565679,104.990963,1975,Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),25-1000/year,5/1/75,0
330,ID   ,Indonesia,-0.789275,113.921327,1975,Government of Indonesia,CNRT,At least  1000/per year,12/7/75,0
331,MA   ,Morocco,31.791702,-7.09262,1975,Government of Morocco,POLISARIO,25-1000/year,9/1/75,0
363,ET   ,Ethiopia,9.145,40.489673,1975,Government of Ethiopia,ALF,25-1000/year,6/30/75,0
428,MR   ,Mauritania,21.00789,-10.940835,1975,Government of Mauritania,POLISARIO,25-1000/year,12/10/75,0
440,MM   ,Myanmar [Burma],21.913965,95.956223,1975,Government of Myanmar (Burma),LNUP,25-1000/year,1/11/73,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1975,Government of Myanmar (Burma),CPB,At least  1000/per year,2/29/48,0
223,MM   ,Myanmar [Burma],21.913965,95.956223,1975,Government of Myanmar (Burma),RPF,25-1000/year,1/31/48,0
231,MM   ,Myanmar [Burma],21.913965,95.956223,1975,Government of Myanmar (Burma),KIO,25-1000/year,12/31/49,0
221,MM   ,Myanmar [Burma],21.913965,95.956223,1975,Government of Myanmar (Burma),"KNU, KNUP",25-1000/year,12/31/48,0
363,ET   ,Ethiopia,9.145,40.489673,1976,Government of Ethiopia,ALF,25-1000/year,6/30/75,1
428,MR   ,Mauritania,21.00789,-10.940835,1976,Government of Mauritania,POLISARIO,25-1000/year,12/10/75,0
